epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
40,10.41453742980957,1.9701900482177734,8.987900733947754,2.01267147064209
41,9.468937873840332,1.8881171941757202,8.325629234313965,1.876001238822937
42,9.121258735656738,1.9038012027740479,7.943530082702637,1.847041368484497
43,8.818781852722168,1.8479499816894531,7.588432788848877,1.7569923400878906
44,8.205273628234863,1.754450798034668,8.207377433776855,1.9773579835891724
45,8.67809772491455,1.8629059791564941,8.313583374023438,2.069462299346924
46,7.556028366088867,1.7213406562805176,6.94321870803833,1.6692719459533691
47,7.288089752197266,1.7043933868408203,6.954504489898682,1.760758638381958
48,7.180351734161377,1.7114696502685547,7.477413654327393,1.9261900186538696
49,6.84258508682251,1.6876516342163086,6.5389814376831055,1.6729525327682495
50,6.158674240112305,1.5551944971084595,6.747659206390381,1.7592718601226807
51,5.6553192138671875,1.4571435451507568,5.955301284790039,1.5834991931915283
52,5.509547233581543,1.4436982870101929,5.628249168395996,1.467464566230774
53,5.809732913970947,1.4986913204193115,5.932685375213623,1.6501303911209106
54,5.291648864746094,1.4303301572799683,5.468571186065674,1.52894926071167
55,5.257016658782959,1.4436999559402466,5.341717720031738,1.4534907341003418
56,4.770671844482422,1.3551478385925293,5.0781731605529785,1.4664117097854614
57,4.635234832763672,1.34239661693573,5.652733325958252,1.5779743194580078
58,5.034331798553467,1.4384866952896118,5.056092739105225,1.4471614360809326
59,4.617937088012695,1.3693355321884155,5.588048934936523,1.621830940246582
60,4.54684591293335,1.3614977598190308,5.465341567993164,1.590935230255127
61,4.315338611602783,1.319981336593628,4.633963584899902,1.3909417390823364
62,3.7989683151245117,1.1777724027633667,4.343530178070068,1.3386799097061157
63,3.7779622077941895,1.2159751653671265,4.462803840637207,1.3484286069869995
64,3.932863712310791,1.2350012063980103,4.3216633796691895,1.3561861515045166
65,3.7811567783355713,1.1940443515777588,4.53248929977417,1.3399335145950317
66,3.718761920928955,1.200194001197815,4.615870952606201,1.4159467220306396
67,3.401082992553711,1.1240391731262207,4.820351600646973,1.4463672637939453
68,3.2351021766662598,1.0935149192810059,7.649060249328613,2.223830461502075
69,3.9331672191619873,1.2636510133743286,4.676576137542725,1.4041284322738647
70,3.674165725708008,1.2456403970718384,4.353466033935547,1.3438847064971924
71,3.099148988723755,1.0925164222717285,3.7403995990753174,1.2139021158218384
72,2.962141752243042,1.0427823066711426,3.9638330936431885,1.2711844444274902
73,2.882317304611206,1.0186887979507446,7.470157146453857,2.219013214111328
74,4.970889568328857,1.5172992944717407,3.9841511249542236,1.3267369270324707
75,3.3070228099823,1.1757538318634033,3.6807076930999756,1.2443792819976807
76,3.0158119201660156,1.1068260669708252,3.6302554607391357,1.2278701066970825
77,2.92061185836792,1.035939335823059,3.655787706375122,1.2844332456588745
78,2.5580050945281982,0.9574925303459167,3.624366521835327,1.2016466856002808
79,2.465620517730713,0.9382009506225586,3.2464723587036133,1.1371639966964722
80,2.4634194374084473,0.9332032203674316,3.2856802940368652,1.1726609468460083
81,2.702002763748169,1.0566132068634033,3.5531554222106934,1.2362895011901855
82,2.3720030784606934,0.9254509806632996,3.173518419265747,1.1328026056289673
83,2.4819741249084473,1.0096797943115234,3.28820538520813,1.2074642181396484
84,2.3491618633270264,0.9579707980155945,3.1843461990356445,1.1802151203155518
85,2.248731851577759,0.9241877198219299,3.019979238510132,1.1175475120544434
86,2.1425061225891113,0.9068996906280518,3.037585735321045,1.1054521799087524
87,2.0552823543548584,0.8724469542503357,2.9247069358825684,1.1151591539382935
88,1.966711163520813,0.8448513150215149,2.8123130798339844,1.066432237625122
89,2.042926073074341,0.8911346197128296,2.8900320529937744,1.095637321472168
90,1.9973255395889282,0.8851460218429565,2.89292049407959,1.1031655073165894
91,1.9884164333343506,0.9005461931228638,3.0607056617736816,1.1768031120300293
92,2.112018346786499,0.9385790824890137,3.015740394592285,1.16171133518219
93,2.076961040496826,0.9459948539733887,2.8095788955688477,1.1177823543548584
94,1.8927370309829712,0.8764651417732239,2.9397644996643066,1.135403037071228
95,1.8661977052688599,0.8759793639183044,2.6316909790039062,1.0575324296951294
96,1.8250666856765747,0.845238447189331,2.5995712280273438,1.0363178253173828
97,1.6757689714431763,0.8092814087867737,3.036407470703125,1.187065601348877
98,2.592366933822632,1.0719770193099976,3.4323811531066895,1.311955451965332
99,2.5963265895843506,1.0943807363510132,3.3385372161865234,1.273499608039856
100,8.404915809631348,1.890703558921814,12.548498153686523,2.621931552886963
